GEO,population,val_norm,Date,Cause of death (ICD-10),rate
Ontario,14826276,555,2019-09-14,Malignant neoplasms [C00-C97],4
Ontario,14826276,40,2019-09-14,Diabetes mellitus [E10-E14],0
Ontario,14826276,40,2019-09-14,Alzheimer's disease [G30],0
Ontario,14826276,325,2019-09-14,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Ontario,14826276,80,2019-09-14,Cerebrovascular diseases [I60-I69],1
Ontario,14826276,35,2019-09-14,Influenza and pneumonia [J09-J18],0
Ontario,14826276,60,2019-09-14,Chronic lower respiratory diseases [J40-J47],0
Ontario,14826276,30,2019-09-14,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Ontario,14826276,100,2019-09-14,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Ontario,14826276,25,2019-09-14,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Ontario,14826276,,2019-09-14,"COVID-19 [U07.1,U07.2]",
Ontario,14826276,,2019-09-14,"COVID-19, virus identified  [U07.1]",
Ontario,14826276,,2019-09-14,"COVID-19, virus not identified  [U07.2]",
Ontario,14826276,25,2019-09-14,Ill-defined and unspecified causes of mortality [R99],0
Ontario,14826276,,2019-09-14,Information unavailable,
Ontario,14826276,565,2019-09-14,All other causes of death,4
Manitoba,1383765,215,2019-09-14,"Total, all causes of death [A00-Y89]",16
Manitoba,1383765,60,2019-09-14,Malignant neoplasms [C00-C97],4
Manitoba,1383765,5,2019-09-14,Diabetes mellitus [E10-E14],0
Manitoba,1383765,5,2019-09-14,Alzheimer's disease [G30],0
Manitoba,1383765,35,2019-09-14,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Manitoba,1383765,10,2019-09-14,Cerebrovascular diseases [I60-I69],1
Manitoba,1383765,5,2019-09-14,Influenza and pneumonia [J09-J18],0
Manitoba,1383765,5,2019-09-14,Chronic lower respiratory diseases [J40-J47],0
Manitoba,1383765,5,2019-09-14,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Manitoba,1383765,5,2019-09-14,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Manitoba,1383765,0,2019-09-14,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Manitoba,1383765,,2019-09-14,"COVID-19 [U07.1,U07.2]",
Manitoba,1383765,,2019-09-14,"COVID-19, virus identified  [U07.1]",
Manitoba,1383765,,2019-09-14,"COVID-19, virus not identified  [U07.2]",
Manitoba,1383765,20,2019-09-14,Ill-defined and unspecified causes of mortality [R99],1
Manitoba,1383765,,2019-09-14,Information unavailable,
Manitoba,1383765,45,2019-09-14,All other causes of death,3
Saskatchewan,1179844,170,2019-09-14,"Total, all causes of death [A00-Y89]",14
Saskatchewan,1179844,35,2019-09-14,Malignant neoplasms [C00-C97],3
Saskatchewan,1179844,5,2019-09-14,Diabetes mellitus [E10-E14],0
Saskatchewan,1179844,0,2019-09-14,Alzheimer's disease [G30],0
Saskatchewan,1179844,25,2019-09-14,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Saskatchewan,1179844,5,2019-09-14,Cerebrovascular diseases [I60-I69],0
Saskatchewan,1179844,0,2019-09-14,Influenza and pneumonia [J09-J18],0
Saskatchewan,1179844,5,2019-09-14,Chronic lower respiratory diseases [J40-J47],0
Saskatchewan,1179844,0,2019-09-14,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Saskatchewan,1179844,0,2019-09-14,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Saskatchewan,1179844,5,2019-09-14,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Saskatchewan,1179844,,2019-09-14,"COVID-19 [U07.1,U07.2]",
Saskatchewan,1179844,,2019-09-14,"COVID-19, virus identified  [U07.1]",
Saskatchewan,1179844,,2019-09-14,"COVID-19, virus not identified  [U07.2]",
Saskatchewan,1179844,15,2019-09-14,Ill-defined and unspecified causes of mortality [R99],1
Saskatchewan,1179844,,2019-09-14,Information unavailable,
Saskatchewan,1179844,55,2019-09-14,All other causes of death,5
Alberta,4442879,455,2019-09-14,"Total, all causes of death [A00-Y89]",10
Alberta,4442879,120,2019-09-14,Malignant neoplasms [C00-C97],3
Alberta,4442879,15,2019-09-14,Diabetes mellitus [E10-E14],0
Alberta,4442879,5,2019-09-14,Alzheimer's disease [G30],0
Alberta,4442879,95,2019-09-14,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Alberta,4442879,20,2019-09-14,Cerebrovascular diseases [I60-I69],0
Alberta,4442879,10,2019-09-14,Influenza and pneumonia [J09-J18],0
Alberta,4442879,15,2019-09-14,Chronic lower respiratory diseases [J40-J47],0
Alberta,4442879,5,2019-09-14,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Alberta,4442879,20,2019-09-14,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Alberta,4442879,15,2019-09-14,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Alberta,4442879,,2019-09-14,"COVID-19 [U07.1,U07.2]",
Alberta,4442879,,2019-09-14,"COVID-19, virus identified  [U07.1]",
Alberta,4442879,,2019-09-14,"COVID-19, virus not identified  [U07.2]",
Alberta,4442879,10,2019-09-14,Ill-defined and unspecified causes of mortality [R99],0
Alberta,4442879,,2019-09-14,Information unavailable,
Alberta,4442879,115,2019-09-14,All other causes of death,3
British Columbia,5214805,645,2019-09-14,"Total, all causes of death [A00-Y89]",12
British Columbia,5214805,200,2019-09-14,Malignant neoplasms [C00-C97],4
British Columbia,5214805,10,2019-09-14,Diabetes mellitus [E10-E14],0
British Columbia,5214805,15,2019-09-14,Alzheimer's disease [G30],0
British Columbia,5214805,105,2019-09-14,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
British Columbia,5214805,25,2019-09-14,Cerebrovascular diseases [I60-I69],0
British Columbia,5214805,5,2019-09-14,Influenza and pneumonia [J09-J18],0
British Columbia,5214805,30,2019-09-14,Chronic lower respiratory diseases [J40-J47],1
British Columbia,5214805,5,2019-09-14,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
British Columbia,5214805,20,2019-09-14,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
British Columbia,5214805,5,2019-09-14,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
British Columbia,5214805,,2019-09-14,"COVID-19 [U07.1,U07.2]",
British Columbia,5214805,,2019-09-14,"COVID-19, virus identified  [U07.1]",
British Columbia,5214805,,2019-09-14,"COVID-19, virus not identified  [U07.2]",
British Columbia,5214805,45,2019-09-14,Ill-defined and unspecified causes of mortality [R99],1
British Columbia,5214805,,2019-09-14,Information unavailable,
British Columbia,5214805,170,2019-09-14,All other causes of death,3
Yukon,42986,,2019-09-14,"Total, all causes of death [A00-Y89]",
Yukon,42986,,2019-09-14,Malignant neoplasms [C00-C97],
Yukon,42986,,2019-09-14,Diabetes mellitus [E10-E14],
Yukon,42986,,2019-09-14,Alzheimer's disease [G30],
Yukon,42986,,2019-09-14,"Diseases of heart [I00-I09, I11, I13, I20-I51]",
Yukon,42986,,2019-09-14,Cerebrovascular diseases [I60-I69],
Yukon,42986,,2019-09-14,Influenza and pneumonia [J09-J18],
Yukon,42986,,2019-09-14,Chronic lower respiratory diseases [J40-J47],
Yukon,42986,,2019-09-14,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",
Yukon,42986,,2019-09-14,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",
Yukon,42986,,2019-09-14,"Intentional self-harm (suicide) [X60-X84, Y87.0]",
Yukon,42986,,2019-09-14,"COVID-19 [U07.1,U07.2]",
Yukon,42986,,2019-09-14,"COVID-19, virus identified  [U07.1]",
Yukon,42986,,2019-09-14,"COVID-19, virus not identified  [U07.2]",
Yukon,42986,,2019-09-14,Ill-defined and unspecified causes of mortality [R99],
Yukon,42986,,2019-09-14,Information unavailable,
Yukon,42986,,2019-09-14,All other causes of death,
Northwest Territories,45504,5,2019-09-14,"Total, all causes of death [A00-Y89]",11
Northwest Territories,45504,0,2019-09-14,Malignant neoplasms [C00-C97],0
Northwest Territories,45504,0,2019-09-14,Diabetes mellitus [E10-E14],0
Northwest Territories,45504,0,2019-09-14,Alzheimer's disease [G30],0
Northwest Territories,45504,0,2019-09-14,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Northwest Territories,45504,0,2019-09-14,Cerebrovascular diseases [I60-I69],0
Northwest Territories,45504,0,2019-09-14,Influenza and pneumonia [J09-J18],0
Northwest Territories,45504,0,2019-09-14,Chronic lower respiratory diseases [J40-J47],0
Northwest Territories,45504,0,2019-09-14,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Northwest Territories,45504,5,2019-09-14,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",11
Northwest Territories,45504,0,2019-09-14,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Northwest Territories,45504,,2019-09-14,"COVID-19 [U07.1,U07.2]",
Northwest Territories,45504,,2019-09-14,"COVID-19, virus identified  [U07.1]",
Northwest Territories,45504,,2019-09-14,"COVID-19, virus not identified  [U07.2]",
Northwest Territories,45504,0,2019-09-14,Ill-defined and unspecified causes of mortality [R99],0
Northwest Territories,45504,,2019-09-14,Information unavailable,
Northwest Territories,45504,0,2019-09-14,All other causes of death,0
Nunavut,39403,5,2019-09-14,"Total, all causes of death [A00-Y89]",13
Nunavut,39403,0,2019-09-14,Malignant neoplasms [C00-C97],0
Nunavut,39403,0,2019-09-14,Diabetes mellitus [E10-E14],0
Nunavut,39403,0,2019-09-14,Alzheimer's disease [G30],0
Nunavut,39403,0,2019-09-14,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Nunavut,39403,0,2019-09-14,Cerebrovascular diseases [I60-I69],0
Nunavut,39403,0,2019-09-14,Influenza and pneumonia [J09-J18],0
Nunavut,39403,0,2019-09-14,Chronic lower respiratory diseases [J40-J47],0
Nunavut,39403,0,2019-09-14,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nunavut,39403,0,2019-09-14,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Nunavut,39403,0,2019-09-14,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nunavut,39403,,2019-09-14,"COVID-19 [U07.1,U07.2]",
Nunavut,39403,,2019-09-14,"COVID-19, virus identified  [U07.1]",
Nunavut,39403,,2019-09-14,"COVID-19, virus not identified  [U07.2]",
Nunavut,39403,0,2019-09-14,Ill-defined and unspecified causes of mortality [R99],0
Nunavut,39403,,2019-09-14,Information unavailable,
Nunavut,39403,0,2019-09-14,All other causes of death,0
Canada,38246108,5020,2019-09-21,"Total, all causes of death [A00-Y89]",13
Canada,38246108,1475,2019-09-21,Malignant neoplasms [C00-C97],4
Canada,38246108,125,2019-09-21,Diabetes mellitus [E10-E14],0
Canada,38246108,105,2019-09-21,Alzheimer's disease [G30],0
Canada,38246108,960,2019-09-21,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Canada,38246108,230,2019-09-21,Cerebrovascular diseases [I60-I69],1
Canada,38246108,70,2019-09-21,Influenza and pneumonia [J09-J18],0
Canada,38246108,225,2019-09-21,Chronic lower respiratory diseases [J40-J47],1
Canada,38246108,70,2019-09-21,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Canada,38246108,225,2019-09-21,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Canada,38246108,70,2019-09-21,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Canada,38246108,,2019-09-21,"COVID-19 [U07.1,U07.2]",
Canada,38246108,,2019-09-21,"COVID-19, virus identified  [U07.1]",
Canada,38246108,,2019-09-21,"COVID-19, virus not identified  [U07.2]",
Canada,38246108,140,2019-09-21,Ill-defined and unspecified causes of mortality [R99],0
Canada,38246108,,2019-09-21,Information unavailable,
Canada,38246108,1335,2019-09-21,All other causes of death,3
Newfoundland and Labrador,520553,105,2019-09-21,"Total, all causes of death [A00-Y89]",20
Newfoundland and Labrador,520553,30,2019-09-21,Malignant neoplasms [C00-C97],6
Newfoundland and Labrador,520553,0,2019-09-21,Diabetes mellitus [E10-E14],0
Newfoundland and Labrador,520553,0,2019-09-21,Alzheimer's disease [G30],0
Newfoundland and Labrador,520553,30,2019-09-21,"Diseases of heart [I00-I09, I11, I13, I20-I51]",6
Newfoundland and Labrador,520553,5,2019-09-21,Cerebrovascular diseases [I60-I69],1
Newfoundland and Labrador,520553,0,2019-09-21,Influenza and pneumonia [J09-J18],0
Newfoundland and Labrador,520553,5,2019-09-21,Chronic lower respiratory diseases [J40-J47],1
Newfoundland and Labrador,520553,0,2019-09-21,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Newfoundland and Labrador,520553,0,2019-09-21,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Newfoundland and Labrador,520553,0,2019-09-21,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Newfoundland and Labrador,520553,,2019-09-21,"COVID-19 [U07.1,U07.2]",
Newfoundland and Labrador,520553,,2019-09-21,"COVID-19, virus identified  [U07.1]",
Newfoundland and Labrador,520553,,2019-09-21,"COVID-19, virus not identified  [U07.2]",
Newfoundland and Labrador,520553,0,2019-09-21,Ill-defined and unspecified causes of mortality [R99],0
Newfoundland and Labrador,520553,,2019-09-21,Information unavailable,
Newfoundland and Labrador,520553,35,2019-09-21,All other causes of death,7
Prince Edward Island,164318,25,2019-09-21,"Total, all causes of death [A00-Y89]",15
Prince Edward Island,164318,10,2019-09-21,Malignant neoplasms [C00-C97],6
Prince Edward Island,164318,0,2019-09-21,Diabetes mellitus [E10-E14],0
Prince Edward Island,164318,5,2019-09-21,Alzheimer's disease [G30],3
Prince Edward Island,164318,0,2019-09-21,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Prince Edward Island,164318,0,2019-09-21,Cerebrovascular diseases [I60-I69],0
Prince Edward Island,164318,0,2019-09-21,Influenza and pneumonia [J09-J18],0
Prince Edward Island,164318,5,2019-09-21,Chronic lower respiratory diseases [J40-J47],3
Prince Edward Island,164318,0,2019-09-21,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Prince Edward Island,164318,0,2019-09-21,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Prince Edward Island,164318,0,2019-09-21,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Prince Edward Island,164318,,2019-09-21,"COVID-19 [U07.1,U07.2]",
Prince Edward Island,164318,,2019-09-21,"COVID-19, virus identified  [U07.1]",
Prince Edward Island,164318,,2019-09-21,"COVID-19, virus not identified  [U07.2]",
Prince Edward Island,164318,0,2019-09-21,Ill-defined and unspecified causes of mortality [R99],0
Prince Edward Island,164318,,2019-09-21,Information unavailable,
Prince Edward Island,164318,5,2019-09-21,All other causes of death,3
Nova Scotia,992055,170,2019-09-21,"Total, all causes of death [A00-Y89]",17
Nova Scotia,992055,45,2019-09-21,Malignant neoplasms [C00-C97],5
Nova Scotia,992055,5,2019-09-21,Diabetes mellitus [E10-E14],1
Nova Scotia,992055,5,2019-09-21,Alzheimer's disease [G30],1
Nova Scotia,992055,40,2019-09-21,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
Nova Scotia,992055,5,2019-09-21,Cerebrovascular diseases [I60-I69],1
Nova Scotia,992055,5,2019-09-21,Influenza and pneumonia [J09-J18],1
Nova Scotia,992055,10,2019-09-21,Chronic lower respiratory diseases [J40-J47],1
Nova Scotia,992055,0,2019-09-21,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nova Scotia,992055,10,2019-09-21,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Nova Scotia,992055,0,2019-09-21,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nova Scotia,992055,,2019-09-21,"COVID-19 [U07.1,U07.2]",
Nova Scotia,992055,,2019-09-21,"COVID-19, virus identified  [U07.1]",
Nova Scotia,992055,,2019-09-21,"COVID-19, virus not identified  [U07.2]",
Nova Scotia,992055,5,2019-09-21,Ill-defined and unspecified causes of mortality [R99],1
Nova Scotia,992055,,2019-09-21,Information unavailable,
Nova Scotia,992055,50,2019-09-21,All other causes of death,5
New Brunswick,789225,140,2019-09-21,"Total, all causes of death [A00-Y89]",18
New Brunswick,789225,35,2019-09-21,Malignant neoplasms [C00-C97],4
New Brunswick,789225,5,2019-09-21,Diabetes mellitus [E10-E14],1
New Brunswick,789225,5,2019-09-21,Alzheimer's disease [G30],1
New Brunswick,789225,25,2019-09-21,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
New Brunswick,789225,5,2019-09-21,Cerebrovascular diseases [I60-I69],1
New Brunswick,789225,0,2019-09-21,Influenza and pneumonia [J09-J18],0
New Brunswick,789225,10,2019-09-21,Chronic lower respiratory diseases [J40-J47],1
New Brunswick,789225,5,2019-09-21,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",1
New Brunswick,789225,5,2019-09-21,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
New Brunswick,789225,0,2019-09-21,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
New Brunswick,789225,,2019-09-21,"COVID-19 [U07.1,U07.2]",
New Brunswick,789225,,2019-09-21,"COVID-19, virus identified  [U07.1]",
New Brunswick,789225,,2019-09-21,"COVID-19, virus not identified  [U07.2]",
New Brunswick,789225,5,2019-09-21,Ill-defined and unspecified causes of mortality [R99],1
New Brunswick,789225,,2019-09-21,Information unavailable,
New Brunswick,789225,35,2019-09-21,All other causes of death,4
Quebec,8604495,1170,2019-09-21,"Total, all causes of death [A00-Y89]",14
Quebec,8604495,400,2019-09-21,Malignant neoplasms [C00-C97],5
Quebec,8604495,20,2019-09-21,Diabetes mellitus [E10-E14],0
Quebec,8604495,40,2019-09-21,Alzheimer's disease [G30],0
Quebec,8604495,220,2019-09-21,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Quebec,8604495,45,2019-09-21,Cerebrovascular diseases [I60-I69],1
Quebec,8604495,20,2019-09-21,Influenza and pneumonia [J09-J18],0
Quebec,8604495,45,2019-09-21,Chronic lower respiratory diseases [J40-J47],1
Quebec,8604495,25,2019-09-21,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Quebec,8604495,45,2019-09-21,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Quebec,8604495,20,2019-09-21,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Quebec,8604495,,2019-09-21,"COVID-19 [U07.1,U07.2]",
Quebec,8604495,,2019-09-21,"COVID-19, virus identified  [U07.1]",
Quebec,8604495,,2019-09-21,"COVID-19, virus not identified  [U07.2]",
Quebec,8604495,10,2019-09-21,Ill-defined and unspecified causes of mortality [R99],0
Quebec,8604495,,2019-09-21,Information unavailable,
Quebec,8604495,285,2019-09-21,All other causes of death,3
Ontario,14826276,1880,2019-09-21,"Total, all causes of death [A00-Y89]",13
Ontario,14826276,530,2019-09-21,Malignant neoplasms [C00-C97],4
Ontario,14826276,45,2019-09-21,Diabetes mellitus [E10-E14],0
Ontario,14826276,35,2019-09-21,Alzheimer's disease [G30],0
Ontario,14826276,380,2019-09-21,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Ontario,14826276,85,2019-09-21,Cerebrovascular diseases [I60-I69],1
Ontario,14826276,25,2019-09-21,Influenza and pneumonia [J09-J18],0
Ontario,14826276,80,2019-09-21,Chronic lower respiratory diseases [J40-J47],1
Ontario,14826276,15,2019-09-21,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Ontario,14826276,95,2019-09-21,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Ontario,14826276,20,2019-09-21,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Ontario,14826276,,2019-09-21,"COVID-19 [U07.1,U07.2]",
Ontario,14826276,,2019-09-21,"COVID-19, virus identified  [U07.1]",
Ontario,14826276,,2019-09-21,"COVID-19, virus not identified  [U07.2]",
Ontario,14826276,40,2019-09-21,Ill-defined and unspecified causes of mortality [R99],0
Ontario,14826276,,2019-09-21,Information unavailable,
Ontario,14826276,530,2019-09-21,All other causes of death,4
Manitoba,1383765,205,2019-09-21,"Total, all causes of death [A00-Y89]",15
Manitoba,1383765,55,2019-09-21,Malignant neoplasms [C00-C97],4
Manitoba,1383765,5,2019-09-21,Diabetes mellitus [E10-E14],0
